reviewID,name,date,verifiedPurchase,rating,helpful,title,review,profile,country,reviewLink,reviewImage,productTitle,productASIN,productURL,productPrice,productRating,productReviewCount
product_B0CWVX1GNX_1746435794,Amazon Customer,"May 05, 2025",False,4.0,1379,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-Canceling-Wireless-Headphones-Comfortable/dp/B0CWVX1GNX/ref=sr_1_11,US,https://www.amazon.com/Sony-Canceling-Wireless-Headphones-Comfortable/dp/B0CWVX1GNX/ref=sr_1_11,https://m.media-amazon.com/images/I/610DB8Cwm7L._AC_UY218_.jpg,Sony,B0CWVX1GNX,https://www.amazon.com/Sony-Canceling-Wireless-Headphones-Comfortable/dp/B0CWVX1GNX/ref=sr_1_11,Not available,4.0,1379
product_B0DZ65TJNB_1746435794,Amazon Customer,"May 05, 2025",False,5.0,82,"Wireless Earbuds, Bluetooth 5.3 Headphones Sport, In Ear buds Wireless Earbuds Bluetooth 50H Playtime LED Display, Deep Bass Stereo Noise Cancelling Headphones, IP7 Waterproof Earphones, Jet Black",Product listing from Amazon search. Price: $9.99,https://www.amazon.com/dp/B0DZ65TJNB,US,https://www.amazon.com/dp/B0DZ65TJNB,https://m.media-amazon.com/images/I/81m2PaQHHBL._AC_UY218_.jpg,"Wireless Earbuds, Bluetooth 5.3 Headphones Sport, In Ear buds Wireless Earbuds Bluetooth 50H Playtime LED Display, Deep Bass Stereo Noise Cancelling Headphones, IP7 Waterproof Earphones, Jet Black",B0DZ65TJNB,https://www.amazon.com/dp/B0DZ65TJNB,$9.99,5.0,82
product_B0BTJD6LCL_1746435794,Amazon Customer,"May 05, 2025",False,4.0,28402,Sony,Product listing from Amazon search. Price: $49.99,https://www.amazon.com/Sony-Wireless-Bluetooth-Headphones-Ear/dp/B0BTJD6LCL/ref=sr_1_13,US,https://www.amazon.com/Sony-Wireless-Bluetooth-Headphones-Ear/dp/B0BTJD6LCL/ref=sr_1_13,https://m.media-amazon.com/images/I/51u7ZHdiLzL._AC_UY218_.jpg,Sony,B0BTJD6LCL,https://www.amazon.com/Sony-Wireless-Bluetooth-Headphones-Ear/dp/B0BTJD6LCL/ref=sr_1_13,$49.99,4.0,28402
product_B0D9R4GYTN_1746435794,Amazon Customer,"May 05, 2025",False,4.0,1039,Sony,Product listing from Amazon search. Price: Only 20 left in stock - order soon.,https://www.amazon.com/Sony-Bluetooth-Headphones-Multipoint-Connection-Resistance/dp/B0D9R4GYTN/ref=sr_1_14,US,https://www.amazon.com/Sony-Bluetooth-Headphones-Multipoint-Connection-Resistance/dp/B0D9R4GYTN/ref=sr_1_14,https://m.media-amazon.com/images/I/51B6+Iyd3ML._AC_UY218_.jpg,Sony,B0D9R4GYTN,https://www.amazon.com/Sony-Bluetooth-Headphones-Multipoint-Connection-Resistance/dp/B0D9R4GYTN/ref=sr_1_14,Only 20 left in stock - order soon.,4.0,1039
product_B0CFSCT8GQ_1746435794,Amazon Customer,"May 05, 2025",False,4.0,883,Sony,Product listing from Amazon search. Price: $146.99,https://www.amazon.com/Sony-WH-CH720NB-Canceling-Bluetooth-Headphones/dp/B0CFSCT8GQ/ref=sr_1_15,US,https://www.amazon.com/Sony-WH-CH720NB-Canceling-Bluetooth-Headphones/dp/B0CFSCT8GQ/ref=sr_1_15,https://m.media-amazon.com/images/I/51TnESMkz1L._AC_UY218_.jpg,Sony,B0CFSCT8GQ,https://www.amazon.com/Sony-WH-CH720NB-Canceling-Bluetooth-Headphones/dp/B0CFSCT8GQ/ref=sr_1_15,$146.99,4.0,883
product_B0CFT4N7T9_1746435794,Amazon Customer,"May 05, 2025",False,4.0,957,Sony,Product listing from Amazon search. Price: $221.00,https://www.amazon.com/Sony-WH-1000XM4-Wireless-Canceling-Headphones/dp/B0CFT4N7T9/ref=sr_1_16,US,https://www.amazon.com/Sony-WH-1000XM4-Wireless-Canceling-Headphones/dp/B0CFT4N7T9/ref=sr_1_16,https://m.media-amazon.com/images/I/51SKmu2G9FL._AC_UY218_.jpg,Sony,B0CFT4N7T9,https://www.amazon.com/Sony-WH-1000XM4-Wireless-Canceling-Headphones/dp/B0CFT4N7T9/ref=sr_1_16,$221.00,4.0,957
product_B0DPQCYS1D_1746435794,Amazon Customer,"May 05, 2025",False,5.0,335,"Wireless Earbuds, Bluetooth 5.3 Headphones 2025 NEW Ear Buds 40H Bass Stereo in-Ear Earphones ENC Noise Cancelling Earbuds with 4 HD Mic, USB-C LED Display IP7 Waterproof Sport Headset for Android iOS",Product listing from Amazon search. Price: $19.99,https://www.amazon.com/dp/B0DPQCYS1D,US,https://www.amazon.com/dp/B0DPQCYS1D,https://m.media-amazon.com/images/I/61dK50yljgL._AC_UY218_.jpg,"Wireless Earbuds, Bluetooth 5.3 Headphones 2025 NEW Ear Buds 40H Bass Stereo in-Ear Earphones ENC Noise Cancelling Earbuds with 4 HD Mic, USB-C LED Display IP7 Waterproof Sport Headset for Android iOS",B0DPQCYS1D,https://www.amazon.com/dp/B0DPQCYS1D,$19.99,5.0,335
product_B0C33XXS56_1746435794,Amazon Customer,"May 05, 2025",False,4.0,4173,Sony,Product listing from Amazon search. Price: $298.00,https://www.amazon.com/Sony-WF-1000XM5-Bluetooth-Canceling-Headphones/dp/B0C33XXS56/ref=sr_1_18,US,https://www.amazon.com/Sony-WF-1000XM5-Bluetooth-Canceling-Headphones/dp/B0C33XXS56/ref=sr_1_18,https://m.media-amazon.com/images/I/61GJAFdM9pL._AC_UY218_.jpg,Sony,B0C33XXS56,https://www.amazon.com/Sony-WF-1000XM5-Bluetooth-Canceling-Headphones/dp/B0C33XXS56/ref=sr_1_18,$298.00,4.0,4173
product_B07GL7V46V_1746435794,Amazon Customer,"May 05, 2025",False,4.0,1323,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-Wireless-Theater-Headphones-WHRF400/dp/B07GL7V46V/ref=sr_1_19,US,https://www.amazon.com/Sony-Wireless-Theater-Headphones-WHRF400/dp/B07GL7V46V/ref=sr_1_19,https://m.media-amazon.com/images/I/518dEP3bIBL._AC_UY218_.jpg,Sony,B07GL7V46V,https://www.amazon.com/Sony-Wireless-Theater-Headphones-WHRF400/dp/B07GL7V46V/ref=sr_1_19,Not available,4.0,1323
product_B07X1TDTQB_1746435794,Amazon Customer,"May 05, 2025",False,4.0,4308,Sony,Product listing from Amazon search. Price: $44.99,https://www.amazon.com/Wi-Xb400-Headphones-Neck-Band-W128298864-Bluetooth/dp/B07X1TDTQB/ref=sr_1_20,US,https://www.amazon.com/Wi-Xb400-Headphones-Neck-Band-W128298864-Bluetooth/dp/B07X1TDTQB/ref=sr_1_20,https://m.media-amazon.com/images/I/71DpeqrCG+L._AC_UY218_.jpg,Sony,B07X1TDTQB,https://www.amazon.com/Wi-Xb400-Headphones-Neck-Band-W128298864-Bluetooth/dp/B07X1TDTQB/ref=sr_1_20,$44.99,4.0,4308
product_B0BYPFNW6T_1746435794,Amazon Customer,"May 05, 2025",False,4.0,3457,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-Canceling-Bluetooth-Headphones-Resistance/dp/B0BYPFNW6T/ref=sr_1_21,US,https://www.amazon.com/Sony-Canceling-Bluetooth-Headphones-Resistance/dp/B0BYPFNW6T/ref=sr_1_21,https://m.media-amazon.com/images/I/41l+GRy9UsL._AC_UY218_.jpg,Sony,B0BYPFNW6T,https://www.amazon.com/Sony-Canceling-Bluetooth-Headphones-Resistance/dp/B0BYPFNW6T/ref=sr_1_21,Not available,4.0,3457
product_B0B6GHW1SX_1746435794,Amazon Customer,"May 05, 2025",False,4.0,7190,Sennheiser,Product listing from Amazon search. Price: $269.99,https://www.amazon.com/dp/B0B6GHW1SX,US,https://www.amazon.com/dp/B0B6GHW1SX,https://m.media-amazon.com/images/I/716++4xC2wL._AC_UY218_.jpg,Sennheiser,B0B6GHW1SX,https://www.amazon.com/dp/B0B6GHW1SX,$269.99,4.0,7190
product_B0CR67C8WX_1746435822,Amazon Customer,"May 05, 2025",False,4.0,120,Linklike,Product listing from Amazon search. Price: $36.73,https://www.amazon.com/dp/B0CR67C8WX,US,https://www.amazon.com/dp/B0CR67C8WX,https://m.media-amazon.com/images/I/61ws3+ON2dL._AC_UY218_.jpg,Linklike,B0CR67C8WX,https://www.amazon.com/dp/B0CR67C8WX,$36.73,4.0,120
product_B0DD7YY41Z_1746435822,Amazon Customer,"May 05, 2025",False,4.0,161,"Bone Conduction Headphones, Open Ear Headphones Wireless Earphones, 32GB MP3, 8 Hours Playtime, Bluetooth 5.3, IP68 Waterproof Earphones for Running and Fitness Workout - Red",Product listing from Amazon search. Price: $67.99,https://www.amazon.com/dp/B0DD7YY41Z,US,https://www.amazon.com/dp/B0DD7YY41Z,https://m.media-amazon.com/images/I/51irb5r9SaL._AC_UY218_.jpg,"Bone Conduction Headphones, Open Ear Headphones Wireless Earphones, 32GB MP3, 8 Hours Playtime, Bluetooth 5.3, IP68 Waterproof Earphones for Running and Fitness Workout - Red",B0DD7YY41Z,https://www.amazon.com/dp/B0DD7YY41Z,$67.99,4.0,161
product_B07QYWD718_1746435822,Amazon Customer,"May 05, 2025",False,4.0,7334,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/SONY-WI-C200-Wireless-Bluetooth-Headphones/dp/B07QYWD718/ref=sr_1_19,US,https://www.amazon.com/SONY-WI-C200-Wireless-Bluetooth-Headphones/dp/B07QYWD718/ref=sr_1_19,https://m.media-amazon.com/images/I/51S7JZxOTsL._AC_UY218_.jpg,Sony,B07QYWD718,https://www.amazon.com/SONY-WI-C200-Wireless-Bluetooth-Headphones/dp/B07QYWD718/ref=sr_1_19,Not available,4.0,7334
product_B0CFSD4TSQ_1746435822,Amazon Customer,"May 05, 2025",False,4.0,447,Sony,Product listing from Amazon search. Price: $294.00,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSD4TSQ/ref=sr_1_20,US,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSD4TSQ/ref=sr_1_20,https://m.media-amazon.com/images/I/511c23mDjoL._AC_UY218_.jpg,Sony,B0CFSD4TSQ,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSD4TSQ/ref=sr_1_20,$294.00,4.0,447
product_B08WM3LMJF_1746435822,Amazon Customer,"May 05, 2025",False,4.0,75265,"Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)",Product listing from Amazon search. Price: Not available,https://www.amazon.com/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_21,US,https://www.amazon.com/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_21,https://m.media-amazon.com/images/I/61kFL7ywsZS._AC_UY218_.jpg,"Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)",B08WM3LMJF,https://www.amazon.com/JBL-Tune-510BT-Ear-Headphones/dp/B08WM3LMJF/ref=sr_1_21,Not available,4.0,75265
product_B0CFSN4VYR_1746435822,Amazon Customer,"May 05, 2025",False,4.0,440,Sony,Product listing from Amazon search. Price: $224.00,https://www.amazon.com/Sony-WH-1000XM4-Cancelling-Wireless-Headphones/dp/B0CFSN4VYR/ref=sr_1_17,US,https://www.amazon.com/Sony-WH-1000XM4-Cancelling-Wireless-Headphones/dp/B0CFSN4VYR/ref=sr_1_17,https://m.media-amazon.com/images/I/51-m-2SmuOL._AC_UY218_.jpg,Sony,B0CFSN4VYR,https://www.amazon.com/Sony-WH-1000XM4-Cancelling-Wireless-Headphones/dp/B0CFSN4VYR/ref=sr_1_17,$224.00,4.0,440
product_B0CCZ26B5V_1746435822,Amazon Customer,"May 05, 2025",False,4.0,10253,Bose,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Bose-QuietComfort-Cancelling-Headphones-Bluetooth/dp/B0CCZ26B5V/ref=sr_1_18,US,https://www.amazon.com/Bose-QuietComfort-Cancelling-Headphones-Bluetooth/dp/B0CCZ26B5V/ref=sr_1_18,https://m.media-amazon.com/images/I/51f7KKP25PL._AC_UY218_.jpg,Bose,B0CCZ26B5V,https://www.amazon.com/Bose-QuietComfort-Cancelling-Headphones-Bluetooth/dp/B0CCZ26B5V/ref=sr_1_18,Not available,4.0,10253
product_B0BVPNJP1C_1746435822,Amazon Customer,"May 05, 2025",False,4.0,681,Sony,Product listing from Amazon search. Price: $99.00,https://www.amazon.com/WH-CH720-Canceling-Wireless-Bluetooth-Headphones/dp/B0BVPNJP1C/ref=sr_1_19,US,https://www.amazon.com/WH-CH720-Canceling-Wireless-Bluetooth-Headphones/dp/B0BVPNJP1C/ref=sr_1_19,https://m.media-amazon.com/images/I/51t35+ah6yL._AC_UY218_.jpg,Sony,B0BVPNJP1C,https://www.amazon.com/WH-CH720-Canceling-Wireless-Bluetooth-Headphones/dp/B0BVPNJP1C/ref=sr_1_19,$99.00,4.0,681
product_B09CGB6VRR_1746435822,Amazon Customer,"May 05, 2025",False,4.0,10546,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-WH-XB910N-Cancelling-Headphones-Microphone/dp/B09CGB6VRR/ref=sr_1_20,US,https://www.amazon.com/Sony-WH-XB910N-Cancelling-Headphones-Microphone/dp/B09CGB6VRR/ref=sr_1_20,https://m.media-amazon.com/images/I/612MKMMiDmL._AC_UY218_.jpg,Sony,B09CGB6VRR,https://www.amazon.com/Sony-WH-XB910N-Cancelling-Headphones-Microphone/dp/B09CGB6VRR/ref=sr_1_20,Not available,4.0,10546
product_B0C1HJPN84_1746435822,Amazon Customer,"May 05, 2025",False,4.0,163,Sony,Product listing from Amazon search. Price: $59.99,https://www.amazon.com/Sony-Bluetooth-Headphones-Microphone-Protective/dp/B0C1HJPN84/ref=sr_1_21,US,https://www.amazon.com/Sony-Bluetooth-Headphones-Microphone-Protective/dp/B0C1HJPN84/ref=sr_1_21,https://m.media-amazon.com/images/I/61304Lm6YUL._AC_UY218_.jpg,Sony,B0C1HJPN84,https://www.amazon.com/Sony-Bluetooth-Headphones-Microphone-Protective/dp/B0C1HJPN84/ref=sr_1_21,$59.99,4.0,163
product_B0DSZWR38C_1746435822,Amazon Customer,"May 05, 2025",False,5.0,4,"Open Ear Headphones with Mic, Wireless Headset with Mic for Work, Sweatproof Wireless Air Conduction Headphones with AI Noise Cancelling Mic & Mute Mode for Work, Meeting, Driving, Running, Workouts",Product listing from Amazon search. Price: $49.99,https://www.amazon.com/dp/B0DSZWR38C,US,https://www.amazon.com/dp/B0DSZWR38C,https://m.media-amazon.com/images/I/51W1GeuCPpL._AC_UY218_.jpg,"Open Ear Headphones with Mic, Wireless Headset with Mic for Work, Sweatproof Wireless Air Conduction Headphones with AI Noise Cancelling Mic & Mute Mode for Work, Meeting, Driving, Running, Workouts",B0DSZWR38C,https://www.amazon.com/dp/B0DSZWR38C,$49.99,5.0,4
product_B0DPQ9GCHZ_1746435822,Amazon Customer,"May 05, 2025",False,5.0,335,"Wireless Earbuds, Bluetooth Headphones 2025 NEW Ear Buds 40H Bass Stereo in-Ear Earphones ENC Noise Cancelling 5.3 Earbuds with 4 HD Mic, USB-C LED Display IP7 Waterproof Sport Headset for Android iOS",Product listing from Amazon search. Price: $19.99,https://www.amazon.com/dp/B0DPQ9GCHZ,US,https://www.amazon.com/dp/B0DPQ9GCHZ,https://m.media-amazon.com/images/I/71mzb4mx-yL._AC_UY218_.jpg,"Wireless Earbuds, Bluetooth Headphones 2025 NEW Ear Buds 40H Bass Stereo in-Ear Earphones ENC Noise Cancelling 5.3 Earbuds with 4 HD Mic, USB-C LED Display IP7 Waterproof Sport Headset for Android iOS",B0DPQ9GCHZ,https://www.amazon.com/dp/B0DPQ9GCHZ,$19.99,5.0,335
product_B0CFSZ4ZRF_1746435822,Amazon Customer,"May 05, 2025",False,4.0,115,Sony,Product listing from Amazon search. Price: $278.00,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSZ4ZRF/ref=sr_1_24,US,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSZ4ZRF/ref=sr_1_24,https://m.media-amazon.com/images/I/51PqaiKhTxL._AC_UY218_.jpg,Sony,B0CFSZ4ZRF,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Wireless-Headphones/dp/B0CFSZ4ZRF/ref=sr_1_24,$278.00,4.0,115
product_B07WNXS613_1746435822,Amazon Customer,"May 05, 2025",False,4.0,51169,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-Wi-Xb400-Wireless-Headphones-WIXB400/dp/B07WNXS613/ref=sr_1_25,US,https://www.amazon.com/Sony-Wi-Xb400-Wireless-Headphones-WIXB400/dp/B07WNXS613/ref=sr_1_25,https://m.media-amazon.com/images/I/41K26FOxknL._AC_UY218_.jpg,Sony,B07WNXS613,https://www.amazon.com/Sony-Wi-Xb400-Wireless-Headphones-WIXB400/dp/B07WNXS613/ref=sr_1_25,Not available,4.0,51169
product_B0BX61LV6Z_1746435823,Amazon Customer,"May 05, 2025",False,4.0,76,Sony,Product listing from Amazon search. Price: Only 9 left in stock - order soon.,https://www.amazon.com/Sony-WH-CH720N-Cancelling-Headphone-Microfiber/dp/B0BX61LV6Z/ref=sr_1_26,US,https://www.amazon.com/Sony-WH-CH720N-Cancelling-Headphone-Microfiber/dp/B0BX61LV6Z/ref=sr_1_26,https://m.media-amazon.com/images/I/51q3-5not5L._AC_UY218_.jpg,Sony,B0BX61LV6Z,https://www.amazon.com/Sony-WH-CH720N-Cancelling-Headphone-Microfiber/dp/B0BX61LV6Z/ref=sr_1_26,Only 9 left in stock - order soon.,4.0,76
product_B07WD58H6R_1746435823,Amazon Customer,"May 05, 2025",False,4.0,152,Sony,Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-Bluetooth-Headphones-Hands-Free-Assistant/dp/B07WD58H6R/ref=sr_1_27,US,https://www.amazon.com/Sony-Bluetooth-Headphones-Hands-Free-Assistant/dp/B07WD58H6R/ref=sr_1_27,https://m.media-amazon.com/images/I/61rA+1-Za7L._AC_UY218_.jpg,Sony,B07WD58H6R,https://www.amazon.com/Sony-Bluetooth-Headphones-Hands-Free-Assistant/dp/B07WD58H6R/ref=sr_1_27,Not available,4.0,152
product_B086LLYK4S_1746435823,Amazon Customer,"May 05, 2025",False,4.0,6863,Sony,Product listing from Amazon search. Price: $119.99,https://www.amazon.com/Sony-WH-CH710N-Cancelling-Headphones-Assistant/dp/B086LLYK4S/ref=sr_1_28,US,https://www.amazon.com/Sony-WH-CH710N-Cancelling-Headphones-Assistant/dp/B086LLYK4S/ref=sr_1_28,https://m.media-amazon.com/images/I/41QYy6PIfDL._AC_UY218_.jpg,Sony,B086LLYK4S,https://www.amazon.com/Sony-WH-CH710N-Cancelling-Headphones-Assistant/dp/B086LLYK4S/ref=sr_1_28,$119.99,4.0,6863
product_B0CFSZ6GPV_1746435823,Amazon Customer,"May 05, 2025",False,4.0,412,Sony,Product listing from Amazon search. Price: $69.99,https://www.amazon.com/Sony-WF-C500-Wireless-Headphones-Built/dp/B0CFSZ6GPV/ref=sr_1_29,US,https://www.amazon.com/Sony-WF-C500-Wireless-Headphones-Built/dp/B0CFSZ6GPV/ref=sr_1_29,https://m.media-amazon.com/images/I/41XYh5+220L._AC_UY218_.jpg,Sony,B0CFSZ6GPV,https://www.amazon.com/Sony-WF-C500-Wireless-Headphones-Built/dp/B0CFSZ6GPV/ref=sr_1_29,$69.99,4.0,412
product_B00X85DZNI_1746435823,Amazon Customer,"May 05, 2025",False,4.0,560,Sony,Product listing from Amazon search. Price: $49.99,https://www.amazon.com/Sony-Lightweight-Bluetooth-Noise-Isolating-Headphones/dp/B00X85DZNI/ref=sr_1_30,US,https://www.amazon.com/Sony-Lightweight-Bluetooth-Noise-Isolating-Headphones/dp/B00X85DZNI/ref=sr_1_30,https://m.media-amazon.com/images/I/51u7ZHdiLzL._AC_UY218_.jpg,Sony,B00X85DZNI,https://www.amazon.com/Sony-Lightweight-Bluetooth-Noise-Isolating-Headphones/dp/B00X85DZNI/ref=sr_1_30,$49.99,4.0,560
product_B0C53WG84G_1746435823,Amazon Customer,"May 05, 2025",False,4.0,293,"Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, Black New (Renewed)",Product listing from Amazon search. Price: Not available,https://www.amazon.com/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0C53WG84G/ref=sr_1_31,US,https://www.amazon.com/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0C53WG84G/ref=sr_1_31,https://m.media-amazon.com/images/I/41lArSiD5hL._AC_UY218_.jpg,"Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, Black New (Renewed)",B0C53WG84G,https://www.amazon.com/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0C53WG84G/ref=sr_1_31,Not available,4.0,293
product_B0D8XQX5KL_1746435823,Amazon Customer,"May 05, 2025",False,4.0,89,VOKALEN,Product listing from Amazon search. Price: $79.99,https://www.amazon.com/dp/B0D8XQX5KL,US,https://www.amazon.com/dp/B0D8XQX5KL,https://m.media-amazon.com/images/I/61gzPC3wfSL._AC_UY218_.jpg,VOKALEN,B0D8XQX5KL,https://www.amazon.com/dp/B0D8XQX5KL,$79.99,4.0,89
